Time/Date	degC	psi
38186.819444	9.59	71.31
38186.829861	9.59	71.31
38186.840278	9.59	71.31
38186.850694	9.59	71.31
38186.861111	9.59	71.31
38186.871528	9.59	62.28
38186.881944	9.59	64.4
38186.892361	9.59	71.31
38186.902778	9.59	71.31
38186.913194	9.59	71.31
38186.923611	9.59	71.31
38186.934028	9.59	71.31
38186.944444	9.59	71.31
38186.954861	9.59	70.78
38186.965278	9.59	70.78
38186.975694	9.59	70.78
38186.986111	9.59	70.78
38186.996528	9.59	70.78
38187.006944	9.59	70.25
38187.017361	9.59	70.25
38187.027778	9.59	70.25
38187.038194	9.59	70.25
38187.048611	9.59	70.25
38187.059028	9.59	70.25
38187.069444	9.59	70.25
38187.079861	9.59	70.25
38187.090278	9.59	70.25
38187.100694	9.59	70.25
38187.111111	9.59	70.25
38187.121528	9.59	70.25
38187.131944	9.59	70.25
38187.142361	9.59	70.25
38187.152778	9.59	70.25
38187.163194	9.59	70.25
38187.173611	9.59	70.25
38187.184028	9.78	70.25
38187.194444	9.78	70.25
38187.204861	9.78	70.25
38187.215278	9.78	70.78
38187.225694	9.78	70.25
38187.236111	9.78	70.25
38187.246528	9.78	70.25
38187.256944	9.78	70.78
38187.267361	9.78	70.78
38187.277778	9.78	70.78
38187.288194	9.78	70.78
38187.298611	9.78	71.31
38187.309028	9.78	71.31
38187.319444	9.78	71.31
38187.329861	9.78	70.78
38187.340278	9.78	71.31
38187.350694	9.78	71.31
38187.361111	9.78	70.78
38187.371528	9.78	71.31
38187.381944	9.78	71.31
38187.392361	9.78	71.31
38187.402778	9.78	71.31
38187.413194	9.78	70.78
38187.423611	9.78	70.78
38187.434028	9.78	70.78
38187.444444	9.78	70.78
38187.454861	9.78	70.78
38187.465278	9.78	70.25
38187.475694	9.78	70.25
38187.486111	9.78	70.25
38187.496528	9.78	70.78
38187.506944	9.78	70.25
38187.517361	9.78	70.78
38187.527778	9.78	70.25
38187.538194	9.78	70.25
38187.548611	9.78	70.25
38187.559028	9.78	70.25
38187.569444	9.78	70.25
38187.579861	9.78	70.25
38187.590278	9.78	70.25
38187.600694	9.78	70.25
38187.611111	9.78	70.25
38187.621528	9.78	70.25
38187.631944	9.78	70.25
38187.642361	9.78	70.25
38187.652778	9.78	70.25
38187.663194	9.78	70.25
38187.673611	9.78	70.25
38187.684028	9.78	70.25
38187.694444	9.78	70.78
38187.704861	9.78	70.25
38187.715278	9.78	70.78
38187.725694	9.78	70.78
38187.736111	9.78	70.78
38187.746528	9.78	70.25
38187.756944	9.78	70.78
38187.767361	9.78	71.31
38187.777778	9.78	70.78
38187.788194	9.78	71.31
38187.798611	9.78	70.78
38187.809028	9.78	71.31
38187.819444	9.78	71.31
38187.829861	9.78	71.31
38187.840278	9.78	71.31
38187.850694	9.78	71.31
38187.861111	9.78	71.31
38187.871528	9.78	71.31
38187.881944	9.78	71.31
38187.892361	9.78	71.31
38187.902778	9.78	71.31
38187.913194	9.78	71.31
38187.923611	9.78	71.31
38187.934028	9.78	71.31
38187.944444	9.78	71.31
38187.954861	9.78	58.56
38187.965278	9.78	70.78
38187.975694	9.78	70.78
38187.986111	9.78	70.78
38187.996528	9.78	70.25
38188.006944	9.78	70.78
38188.017361	9.78	70.25
38188.027778	9.78	70.25
38188.038194	9.78	70.25
38188.048611	9.78	70.25
38188.059028	9.78	70.25
38188.069444	9.78	70.25
38188.079861	9.78	70.25
38188.090278	9.78	70.25
38188.100694	9.78	70.25
38188.111111	9.78	70.25
38188.121528	9.78	70.25
38188.131944	9.78	70.25
38188.142361	9.78	69.72
38188.152778	9.78	70.25
38188.163194	9.78	70.25
38188.173611	9.78	70.25
38188.184028	9.78	70.25
38188.194444	9.78	70.25
38188.204861	9.78	70.25
38188.215278	9.78	70.25
38188.225694	9.78	70.25
38188.236111	9.96	70.25
38188.246528	9.96	70.25
38188.256944	9.96	70.79
38188.267361	9.96	70.79
38188.277778	9.96	70.79
38188.288194	9.96	70.79
38188.298611	9.96	70.79
38188.309028	9.96	70.79
38188.319444	9.96	70.79
38188.329861	9.78	71.31
38188.340278	9.78	71.31
38188.350694	9.78	71.31
38188.361111	9.78	71.31
38188.371528	9.78	71.31
38188.381944	9.78	71.31
38188.392361	9.78	71.31
38188.402778	9.78	71.31
38188.413194	9.78	71.31
38188.423611	9.78	71.31
38188.434028	9.78	71.31
38188.444444	9.78	70.78
38188.454861	9.59	71.31
38188.465278	9.59	71.31
38188.475694	9.59	71.31
38188.486111	9.59	70.78
38188.496528	9.59	70.78
38188.506944	9.59	70.78
38188.517361	9.59	70.78
38188.527778	9.59	70.78
38188.538194	9.59	70.78
38188.548611	9.59	70.25
38188.559028	9.59	70.25
38188.569444	9.59	70.25
38188.579861	9.59	70.25
38188.590278	9.59	70.25
38188.600694	9.59	70.25
38188.611111	9.78	70.25
38188.621528	9.78	70.25
38188.631944	9.78	70.25
38188.642361	9.78	70.25
38188.652778	9.78	70.25
38188.663194	9.78	70.25
38188.673611	9.78	70.25
38188.684028	9.78	70.25
38188.694444	9.78	70.78
38188.704861	9.78	70.25
38188.715278	9.78	70.78
38188.725694	9.78	70.78
38188.736111	9.78	71.31
38188.746528	9.78	70.78
38188.756944	9.78	70.78
38188.767361	9.78	70.78
38188.777778	9.78	71.31
38188.788194	9.78	71.31
38188.798611	9.78	71.31
38188.809028	9.78	71.31
38188.819444	9.78	71.31
38188.829861	9.78	71.31
38188.840278	9.78	71.31
38188.850694	9.78	71.31
38188.861111	9.78	71.31
38188.871528	9.78	71.31
38188.881944	9.78	71.31
38188.892361	9.78	71.31
38188.902778	9.78	71.31
38188.913194	9.78	71.31
38188.923611	9.78	71.31
38188.934028	9.78	71.31
38188.944444	9.78	71.31
38188.954861	9.78	71.31
38188.965278	9.78	71.31
38188.975694	9.59	71.31
38188.986111	9.59	71.31
38188.996528	9.59	71.31
38189.006944	9.78	70.78
38189.017361	9.78	71.31
38189.027778	9.78	70.78
38189.038194	9.78	70.78
38189.048611	9.78	70.78
38189.059028	9.78	70.78
38189.069444	9.78	70.78
38189.079861	9.78	70.78
38189.090278	9.78	70.78
38189.100694	9.78	70.25
38189.111111	9.78	70.25
38189.121528	9.78	70.25
38189.131944	9.78	70.25
38189.142361	9.78	70.25
38189.152778	9.78	70.25
38189.163194	9.78	70.25
38189.173611	9.78	70.25
38189.184028	9.78	70.25
38189.194444	9.96	70.25
38189.204861	9.96	70.25
38189.215278	9.96	70.25
38189.225694	9.96	70.25
38189.236111	9.96	70.79
38189.246528	9.96	70.79
38189.256944	9.96	70.25
38189.267361	9.96	70.79
38189.277778	9.96	70.79
38189.288194	9.96	70.79
38189.298611	9.96	71.32
38189.309028	9.96	71.32
38189.319444	9.96	71.32
38189.329861	9.78	70.78
38189.340278	9.78	71.31
38189.350694	9.78	71.31
38189.361111	9.78	71.31
38189.371528	9.78	71.31
38189.381944	9.78	71.31
38189.392361	9.78	71.31
38189.402778	9.78	71.31
38189.413194	9.59	71.31
38189.423611	9.59	71.31
38189.434028	9.59	71.31
38189.444444	9.59	71.31
38189.454861	9.59	71.31
38189.465278	9.59	71.31
38189.475694	9.59	71.31
38189.486111	9.59	71.31
38189.496528	9.59	71.31
38189.506944	9.59	71.31
38189.517361	9.59	71.31
38189.527778	9.59	70.78
38189.538194	9.59	70.78
38189.548611	9.59	70.78
38189.559028	9.59	70.78
38189.569444	9.59	70.78
38189.579861	9.59	70.25
38189.590278	9.59	70.25
38189.600694	9.59	70.25
38189.611111	9.59	70.25
38189.621528	9.59	70.25
38189.631944	9.59	70.25
38189.642361	9.59	70.25
38189.652778	9.59	70.25
38189.663194	9.59	70.25
38189.673611	9.59	70.25
38189.684028	9.59	70.25
38189.694444	9.59	70.25
38189.704861	9.59	70.25
38189.715278	9.59	70.25
38189.725694	9.59	70.25
38189.736111	9.59	70.25
38189.746528	9.59	70.78
38189.756944	9.59	70.25
38189.767361	9.59	70.25
38189.777778	9.59	70.25
38189.788194	9.78	70.78
38189.798611	9.78	70.78
38189.809028	9.78	70.78
38189.819444	9.78	70.78
38189.829861	9.78	70.78
38189.840278	9.78	70.78
38189.850694	9.78	71.31
38189.861111	9.78	71.31
38189.871528	9.59	71.31
38189.881944	9.59	71.31
38189.892361	9.59	71.31
38189.902778	9.59	71.31
38189.913194	9.59	71.31
38189.923611	9.59	71.31
38189.934028	9.59	71.31
38189.944444	9.59	71.31
38189.954861	9.59	71.31
38189.965278	9.59	71.31
38189.975694	9.59	71.31
38189.986111	9.59	71.31
38189.996528	9.59	70.78
38190.006944	9.59	70.78
38190.017361	9.59	70.78
38190.027778	9.59	70.78
38190.038194	9.59	70.78
38190.048611	9.59	70.78
38190.059028	9.59	70.78
38190.069444	9.59	70.78
38190.079861	9.59	70.78
38190.090278	9.59	70.25
38190.100694	9.59	70.25
38190.111111	9.59	70.25
38190.121528	9.59	70.25
38190.131944	9.59	70.25
38190.142361	9.59	70.25
38190.152778	9.59	70.25
38190.163194	9.59	70.25
38190.173611	9.59	70.25
38190.184028	9.59	69.72
38190.194444	9.78	70.25
38190.204861	9.78	70.25
38190.215278	9.78	69.72
38190.225694	9.78	70.25
38190.236111	9.78	69.72
38190.246528	9.78	70.25
38190.256944	9.78	70.25
38190.267361	9.78	70.25
38190.277778	9.96	70.25
38190.288194	9.96	70.25
38190.298611	9.96	70.25
38190.309028	9.96	70.25
38190.319444	9.96	70.25
38190.329861	9.96	70.25
38190.340278	9.96	70.79
38190.350694	9.96	70.79
38190.361111	9.78	70.25
38190.371528	9.78	70.78
38190.381944	9.78	70.25
38190.392361	9.78	70.78
38190.402778	9.78	70.78
38190.413194	9.78	70.78
38190.423611	9.78	70.78
38190.434028	9.78	70.78
38190.444444	9.78	70.78
38190.454861	9.78	71.31
38190.465278	9.78	70.78
38190.475694	9.78	70.78
38190.486111	9.78	70.78
38190.496528	9.78	70.78
38190.506944	9.78	70.78
38190.517361	9.78	70.78
38190.527778	9.78	70.78
38190.538194	9.78	70.78
38190.548611	9.78	70.78
38190.559028	9.78	70.25
38190.569444	9.78	70.25
38190.579861	9.78	70.25
38190.590278	9.78	70.25
38190.600694	9.78	70.25
38190.611111	9.78	70.25
38190.621528	9.78	70.25
38190.631944	9.78	70.25
38190.642361	9.78	70.25
38190.652778	9.78	70.25
38190.663194	9.78	70.25
38190.673611	9.78	70.25
38190.684028	9.78	70.25
38190.694444	9.78	70.25
38190.704861	9.78	70.25
38190.715278	9.78	70.25
38190.725694	9.78	70.25
38190.736111	9.78	70.25
38190.746528	9.78	70.25
38190.756944	9.78	70.25
38190.767361	9.78	70.25
38190.777778	9.78	70.25
38190.788194	9.78	70.25
38190.798611	9.78	70.25
38190.809028	9.78	70.78
38190.819444	9.78	70.25
38190.829861	9.78	70.78
38190.840278	9.78	70.78
38190.850694	9.78	70.78
38190.861111	9.78	70.78
38190.871528	9.78	70.78
38190.881944	9.78	70.78
38190.892361	9.78	70.78
38190.902778	9.78	71.31
38190.913194	9.78	71.31
38190.923611	9.78	71.31
38190.934028	9.78	71.31
38190.944444	9.78	64.94
38190.954861	9.78	71.31
38190.965278	9.78	71.31
38190.975694	9.78	71.31
38190.986111	9.78	71.31
38190.996528	9.78	71.31
38191.006944	9.78	71.31
38191.017361	9.78	71.31
38191.027778	9.78	71.31
38191.038194	9.78	70.78
38191.048611	9.78	61.75
38191.059028	9.78	60.68
38191.069444	9.78	71.85
38191.079861	9.78	71.85
38191.090278	9.78	71.85
38191.100694	9.78	71.85
38191.111111	9.78	71.85
38191.121528	9.78	71.85
38191.131944	9.78	71.85
38191.142361	9.78	71.85
38191.152778	9.78	71.85
38191.163194	9.78	71.85
38191.173611	9.78	71.85
38191.184028	9.78	71.31
38191.194444	9.78	71.31
38191.204861	9.96	71.32
38191.215278	9.96	71.32
38191.225694	9.96	71.32
38191.236111	9.96	71.32
38191.246528	9.96	71.32
38191.256944	9.96	71.32
38191.267361	9.96	71.32
38191.277778	9.96	71.85
38191.288194	9.96	71.32
38191.298611	9.96	71.85
38191.309028	9.96	71.85
38191.319444	9.96	71.85
38191.329861	9.96	71.85
38191.340278	9.96	71.85
38191.350694	9.96	71.85
38191.361111	9.96	71.85
38191.371528	9.96	71.85
38191.381944	9.96	71.85
38191.392361	9.96	72.38
38191.402778	9.78	71.85
38191.413194	9.78	72.38
38191.423611	9.78	72.38
38191.434028	9.78	72.38
38191.444444	9.78	72.38
38191.454861	9.59	72.37
38191.465278	9.59	72.37
38191.475694	9.41	72.37
38191.486111	9.41	72.37
38191.496528	9.41	72.37
38191.506944	9.41	72.37
38191.517361	9.41	72.37
38191.527778	9.41	72.37
38191.538194	9.23	72.36
38191.548611	9.23	72.36
38191.559028	9.23	72.36
38191.569444	9.23	72.36
38191.579861	9.23	72.36
38191.590278	9.23	72.36
38191.600694	9.23	71.83
38191.611111	9.04	71.83
38191.621528	9.04	71.83
38191.631944	9.04	71.83
38191.642361	9.04	71.83
38191.652778	9.04	71.83
38191.663194	9.04	71.83
38191.673611	9.04	71.83
38191.684028	9.04	71.83
38191.694444	9.04	71.83
38191.704861	9.04	71.3
38191.715278	9.04	71.83
38191.725694	9.04	71.3
38191.736111	9.04	71.3
38191.746528	9.04	71.3
38191.756944	9.04	71.3
38191.767361	9.04	71.3
38191.777778	9.04	71.3
38191.788194	8.86	71.83
38191.798611	8.86	71.29
38191.809028	8.86	71.83
38191.819444	8.86	71.83
38191.829861	8.86	71.83
38191.840278	8.86	71.83
38191.850694	8.86	71.83
38191.861111	8.86	71.83
38191.871528	8.86	71.83
38191.881944	8.86	71.83
38191.892361	8.86	71.83
38191.902778	8.86	71.83
38191.913194	8.86	72.36
38191.923611	8.86	72.36
38191.934028	8.67	72.35
38191.944444	8.67	70.23
38191.954861	8.67	73.41
38191.965278	8.86	66.52
38191.975694	8.86	72.89
38191.986111	8.86	72.89
38191.996528	8.86	72.89
38192.006944	8.86	72.89
38192.017361	8.67	72.88
38192.027778	8.67	72.88
38192.038194	8.86	64.93
38192.048611	8.86	70.76
38192.059028	8.86	61.75
38192.069444	8.86	70.23
38192.079861	8.86	70.23
38192.090278	8.86	70.23
38192.100694	8.67	70.23
38192.111111	8.67	70.23
38192.121528	8.67	69.7
38192.131944	8.67	69.7
38192.142361	8.67	69.7
38192.152778	8.67	69.7
38192.163194	8.67	69.7
38192.173611	8.67	69.17
38192.184028	8.67	69.7
38192.194444	8.67	69.7
38192.204861	8.67	69.17
38192.215278	8.67	69.17
38192.225694	8.67	69.17
38192.236111	8.67	69.17
38192.246528	8.67	69.17
38192.256944	8.67	69.17
38192.267361	8.67	69.17
38192.277778	8.67	69.17
38192.288194	8.67	69.17
38192.298611	8.86	69.17
38192.309028	8.86	69.17
38192.319444	8.86	69.17
38192.329861	8.86	69.17
38192.340278	8.86	69.17
38192.350694	9.04	69.18
38192.361111	9.04	69.18
38192.371528	9.04	69.18
38192.381944	9.04	69.18
38192.392361	9.23	69.18
38192.402778	9.23	69.18
38192.413194	9.23	69.18
38192.423611	9.23	69.18
38192.434028	9.23	69.71
38192.444444	9.23	69.18
38192.454861	9.23	69.71
38192.465278	9.04	69.71
38192.475694	9.04	69.71
38192.486111	9.04	69.71
38192.496528	9.04	69.71
38192.506944	9.04	69.71
38192.517361	9.04	69.71
38192.527778	9.04	69.71
38192.538194	9.04	69.71
38192.548611	9.04	69.71
38192.559028	9.04	69.71
38192.569444	9.04	69.71
38192.579861	9.04	69.71
38192.590278	9.04	69.18
38192.600694	9.04	69.18
38192.611111	9.04	69.18
38192.621528	9.04	69.18
38192.631944	9.04	69.18
38192.642361	9.04	69.18
38192.652778	9.04	69.18
38192.663194	9.04	69.18
38192.673611	9.04	69.18
38192.684028	9.04	69.18
38192.694444	9.04	68.65
38192.704861	9.23	68.65
38192.715278	9.23	68.65
38192.725694	9.23	68.65
38192.736111	9.23	68.65
38192.746528	9.23	68.65
38192.756944	9.23	68.65
38192.767361	9.23	68.65
38192.777778	9.41	68.65
38192.788194	9.41	68.65
38192.798611	9.41	68.65
38192.809028	9.41	68.65
38192.819444	9.41	68.65
38192.829861	9.59	68.65
38192.840278	9.59	68.65
38192.850694	9.59	68.65
38192.861111	9.59	68.65
38192.871528	9.59	68.65
38192.881944	9.59	68.65
38192.892361	9.59	68.65
38192.902778	9.59	69.18
38192.913194	9.59	69.18
38192.923611	9.59	69.18
38192.934028	9.59	69.18
38192.944444	9.59	69.18
38192.954861	9.59	69.18
38192.965278	9.59	69.18
38192.975694	9.41	69.18
38192.986111	9.41	69.18
38192.996528	9.41	69.18
38193.006944	9.41	69.18
38193.017361	9.41	69.18
38193.027778	9.41	69.18
38193.038194	9.41	69.18
38193.048611	9.41	69.18
38193.059028	9.41	69.18
38193.069444	9.41	69.18
38193.079861	9.59	69.18
38193.090278	9.59	69.18
38193.100694	9.41	69.18
38193.111111	9.41	69.18
38193.121528	9.41	69.18
38193.131944	9.41	69.18
38193.142361	9.41	69.18
38193.152778	9.59	69.18
38193.163194	9.59	69.18
38193.173611	9.59	68.65
38193.184028	9.59	68.65
38193.194444	9.59	68.65
38193.204861	9.59	68.65
38193.215278	9.59	68.65
38193.225694	9.59	68.65
38193.236111	9.59	68.12
38193.246528	9.59	68.65
38193.256944	9.78	68.12
38193.267361	9.78	68.12
38193.277778	9.78	68.12
38193.288194	9.78	68.12
38193.298611	9.78	67.59
38193.309028	9.96	67.6
38193.319444	9.96	67.6
38193.329861	9.96	67.06
38193.340278	9.96	67.06
38193.350694	9.78	67.06
38193.361111	9.59	67.06
38193.371528	9.41	67.06
38193.381944	9.41	66.53
38193.392361	9.41	66.53
38193.402778	9.41	66.53
38193.413194	9.41	66.53
38193.423611	9.23	66.52
38193.434028	9.23	65.99
38193.444444	9.23	66.52
38193.454861	9.23	66.52
38193.465278	9.23	66.52
38193.475694	9.23	67.06
38193.486111	9.23	65.46
38193.496528	9.23	64.93
38193.506944	9.23	64.4
38193.517361	9.23	64.4
38193.527778	9.23	63.87
38193.538194	9.23	63.34
38193.548611	9.23	63.34
38193.559028	9.23	63.34
38193.569444	9.23	63.34
38193.579861	9.23	62.81
38193.590278	9.23	62.81
38193.600694	9.23	62.81
38193.611111	9.23	62.81
38193.621528	9.23	62.81
38193.631944	9.23	62.81
38193.642361	9.23	62.81
38193.652778	9.23	62.28
38193.663194	9.23	62.28
38193.673611	9.23	62.28
38193.684028	9.23	62.28
38193.694444	9.23	62.28
38193.704861	9.23	61.75
38193.715278	9.23	61.75
38193.725694	9.23	61.75
38193.736111	9.23	61.75
38193.746528	9.23	61.75
38193.756944	9.23	61.22
38193.767361	9.23	61.75
38193.777778	9.23	61.22
38193.788194	9.23	61.22
38193.798611	9.23	61.22
38193.809028	9.23	61.22
38193.819444	9.41	61.22
38193.829861	9.41	61.22
38193.840278	9.41	61.22
38193.850694	9.41	61.22
38193.861111	9.41	61.22
38193.871528	9.41	61.22
38193.881944	9.41	61.22
38193.892361	9.41	61.22
38193.902778	9.59	61.75
38193.913194	9.59	61.75
38193.923611	9.59	61.75
38193.934028	9.59	61.75
38193.944444	9.59	61.75
38193.954861	9.59	61.75
38193.965278	9.59	61.75
38193.975694	9.59	61.75
38193.986111	9.78	61.75
38193.996528	9.78	61.75
38194.006944	9.78	61.75
38194.017361	9.78	61.75
38194.027778	9.59	61.75
38194.038194	9.59	62.28
38194.048611	9.78	62.28
38194.059028	9.78	61.75
38194.069444	9.78	62.28
38194.079861	9.78	62.28
38194.090278	9.59	61.75
38194.100694	9.59	61.75
38194.111111	9.59	61.75
38194.121528	9.59	61.75
38194.131944	9.59	61.75
38194.142361	9.59	61.75
38194.152778	9.59	61.75
38194.163194	9.59	61.75
38194.173611	9.59	61.75
38194.184028	9.59	61.75
38194.194444	9.59	61.75
38194.204861	9.59	61.75
38194.215278	9.59	61.75
38194.225694	9.59	61.75
38194.236111	9.59	61.22
38194.246528	9.59	61.75
38194.256944	9.59	61.22
38194.267361	9.59	61.22
38194.277778	9.59	61.22
38194.288194	9.59	61.22
38194.298611	9.78	61.22
38194.309028	9.78	61.22
38194.319444	9.78	61.22
38194.329861	9.96	61.22
38194.340278	9.96	61.22
38194.350694	9.96	61.22
38194.361111	9.96	61.22
38194.371528	9.96	61.22
38194.381944	9.96	61.22
38194.392361	10.14	61.22
38194.402778	10.14	61.22
38194.413194	10.14	61.22
38194.423611	10.14	61.22
38194.434028	10.14	61.22
38194.444444	10.14	61.75
38194.454861	10.14	61.75
38194.465278	10.14	61.75
38194.475694	10.33	61.75
38194.486111	10.33	61.75
38194.496528	10.33	61.75
38194.506944	10.33	61.75
38194.517361	10.33	61.75
38194.527778	10.33	61.75
38194.538194	10.33	62.28
38194.548611	10.33	61.75
38194.559028	10.33	61.75
38194.569444	10.33	62.28
38194.579861	10.33	62.28
38194.590278	10.33	62.28
38194.600694	10.33	62.28
38194.611111	10.33	62.28
38194.621528	10.33	62.28
38194.631944	10.33	62.28
38194.642361	10.33	62.28
38194.652778	10.33	61.75
38194.663194	10.33	61.75
38194.673611	10.33	61.75
38194.684028	10.14	61.75
38194.694444	10.14	61.75
38194.704861	10.14	61.75
38194.715278	10.14	61.75
38194.725694	10.14	61.75
38194.736111	10.14	61.75
38194.746528	10.14	61.75
38194.756944	10.14	61.75
38194.767361	10.14	61.75
38194.777778	10.14	61.75
38194.788194	10.14	61.22
38194.798611	10.14	61.22
38194.809028	10.14	61.22
38194.819444	10.14	61.22
38194.829861	10.14	61.22
38194.840278	10.14	61.22
38194.850694	10.14	61.22
38194.861111	10.33	61.22
38194.871528	10.33	61.22
38194.881944	10.33	61.22
38194.892361	10.33	61.22
38194.902778	10.33	61.22
38194.913194	10.51	61.22
38194.923611	10.51	61.22
38194.934028	10.51	61.22
38194.944444	10.51	61.22
38194.954861	10.51	61.22
38194.965278	10.51	61.22
38194.975694	10.33	61.75
38194.986111	10.33	61.75
38194.996528	10.33	61.75
38195.006944	10.33	61.75
38195.017361	10.33	61.75
38195.027778	10.33	61.75
38195.038194	10.33	62.28
38195.048611	10.33	61.75
38195.059028	10.14	61.75
38195.069444	10.14	62.28
38195.079861	10.14	62.28
38195.090278	10.14	62.28
38195.100694	10.14	61.75
38195.111111	9.96	62.28
38195.121528	9.96	61.75
38195.131944	9.96	61.75
38195.142361	9.96	61.75
38195.152778	9.96	62.28
38195.163194	9.96	61.75
38195.173611	9.96	61.75
38195.184028	9.96	61.75
38195.194444	9.96	61.75
38195.204861	9.78	61.75
38195.215278	9.78	61.75
38195.225694	9.78	61.75
38195.236111	9.78	61.75
38195.246528	9.78	61.75
38195.256944	9.78	61.75
38195.267361	9.78	61.75
38195.277778	9.78	61.75
38195.288194	9.78	61.75
38195.298611	9.78	61.75
38195.309028	9.96	61.75
38195.319444	9.96	61.75
38195.329861	9.96	61.75
38195.340278	9.96	62.28
38195.350694	9.96	61.75
38195.361111	9.96	62.28
38195.371528	9.96	62.28
38195.381944	9.96	61.75
38195.392361	9.96	61.22
38195.402778	9.96	61.22
38195.413194	10.14	61.22
38195.423611	10.14	61.75
38195.434028	10.14	61.75
38195.444444	10.14	61.75
38195.454861	10.14	61.75
38195.465278	10.14	61.75
38195.475694	10.14	61.75
38195.486111	10.14	61.75
38195.496528	10.14	61.75
38195.506944	10.14	61.75
38195.517361	10.14	62.28
38195.527778	10.14	62.28
38195.538194	10.14	62.28
38195.548611	10.14	62.28
38195.559028	9.96	62.28
38195.569444	9.96	62.28
38195.579861	9.96	62.28
38195.590278	9.96	62.81
38195.600694	9.96	62.81
38195.611111	9.96	62.81
38195.621528	9.96	62.81
38195.631944	9.96	62.81
38195.642361	9.96	62.81
38195.652778	9.96	62.81
38195.663194	9.78	62.81
38195.673611	9.78	62.81
38195.684028	9.78	62.81
38195.694444	9.78	62.81
38195.704861	9.78	62.81
38195.715278	9.78	62.81
38195.725694	9.78	62.81
38195.736111	9.78	62.28
38195.746528	9.78	62.28
38195.756944	9.78	62.28
38195.767361	9.78	62.28
38195.777778	9.78	62.28
38195.788194	9.78	62.28
38195.798611	9.78	61.75
38195.809028	9.78	61.75
38195.819444	9.96	61.75
38195.829861	9.96	61.75
38195.840278	9.96	61.75
38195.850694	9.96	61.75
38195.861111	9.96	61.75
38195.871528	9.96	61.75
38195.881944	9.96	61.22
38195.892361	9.96	61.22
38195.902778	9.96	61.22
38195.913194	10.14	61.75
38195.923611	10.14	61.22
38195.934028	10.14	61.22
38195.944444	10.14	61.22
38195.954861	10.33	61.75
38195.965278	10.33	61.75
38195.975694	10.33	61.22
38195.986111	10.33	61.75
38195.996528	10.33	61.75
38196.006944	10.33	61.75
38196.017361	10.33	61.75
38196.027778	10.33	61.75
38196.038194	10.33	61.75
38196.048611	10.33	62.28
38196.059028	10.33	62.28
38196.069444	10.33	62.28
38196.079861	10.33	62.28
38196.090278	10.14	62.28
38196.100694	10.14	62.28
38196.111111	10.14	62.28
38196.121528	10.14	62.28
38196.131944	10.14	62.28
38196.142361	10.14	62.28
38196.152778	10.14	62.28
38196.163194	10.14	62.28
38196.173611	10.14	62.28
38196.184028	10.14	62.28
38196.194444	9.96	62.28
38196.204861	9.96	62.28
38196.215278	9.96	62.28
38196.225694	9.96	62.28
38196.236111	9.96	62.28
38196.246528	9.96	61.75
38196.256944	9.96	61.75
38196.267361	9.96	61.75
38196.277778	9.96	61.75
38196.288194	9.96	61.75
38196.298611	9.96	61.75
38196.309028	9.96	61.75
38196.319444	9.96	61.75
38196.329861	9.96	61.75
38196.340278	9.96	61.75
38196.350694	9.96	61.75
38196.361111	9.96	61.75
38196.371528	10.14	61.75
38196.381944	10.14	61.75
38196.392361	10.14	61.75
38196.402778	10.14	61.75
38196.413194	10.14	61.75
38196.423611	10.14	61.75
38196.434028	10.14	61.75
38196.444444	10.14	61.75
38196.454861	10.14	61.75
38196.465278	10.14	61.75
38196.475694	10.14	61.75
38196.486111	10.33	61.75
38196.496528	10.33	61.75
38196.506944	10.33	61.75
38196.517361	10.33	61.75
38196.527778	10.33	62.28
38196.538194	10.33	62.28
38196.548611	10.33	62.28
38196.559028	10.33	62.28
38196.569444	10.14	62.28
38196.579861	10.14	62.28
38196.590278	10.14	62.28
38196.600694	10.14	62.81
38196.611111	10.14	62.81
38196.621528	10.14	62.81
38196.631944	10.14	62.81
38196.642361	10.14	62.81
38196.652778	10.14	62.81
38196.663194	10.14	62.81
38196.673611	9.96	62.81
38196.684028	9.96	62.81
38196.694444	9.96	62.81
38196.704861	9.96	62.81
38196.715278	9.96	62.81
38196.725694	9.96	62.81
38196.736111	9.96	62.81
38196.746528	9.96	62.81
38196.756944	9.96	62.81
38196.767361	9.96	62.81
38196.777778	9.96	62.81
38196.788194	9.96	62.81
38196.798611	9.96	62.28
38196.809028	9.96	62.28
38196.819444	9.96	62.28
38196.829861	9.96	62.28
38196.840278	9.96	62.28
38196.850694	9.96	62.28
38196.861111	9.96	61.75
38196.871528	9.96	61.75
38196.881944	9.96	61.75
38196.892361	9.96	61.75
38196.902778	9.96	61.75
38196.913194	10.14	61.75
38196.923611	10.14	61.75
38196.934028	10.14	61.75
38196.944444	10.14	61.75
38196.954861	10.14	61.75
38196.965278	10.14	61.75
38196.975694	10.14	61.75
38196.986111	10.14	61.75
38196.996528	10.14	61.75
38197.006944	10.33	61.75
38197.017361	10.33	61.75
38197.027778	10.33	61.75
38197.038194	10.33	61.75
38197.048611	10.33	61.75
38197.059028	10.33	61.75
38197.069444	10.51	61.75
38197.079861	10.33	62.28
38197.090278	10.51	62.28
38197.100694	10.51	62.28
38197.111111	10.51	62.28
38197.121528	10.33	62.28
38197.131944	10.33	62.28
38197.142361	10.33	62.28
38197.152778	10.33	62.28
38197.163194	10.33	62.28
38197.173611	10.33	62.81
38197.184028	10.33	62.28
38197.194444	10.33	62.81
38197.204861	10.33	62.81
38197.215278	10.33	62.81
